"App","Architecture Team","Asset Type","CCM Lite","CIS Asset Type","CIS Description","CIS Safeguard","CIS Security Function","CIS Title","CSF Category","CSF Category Identifier","CSF Function","Compute","Control ID","Control Specification","Control Title","Cybersecurity","Data","Description","GRC Team","HR","ISO 27001 Asset Type","ISO 27001 CIS Safeguard","ISO 27001 Description","ISO 27001 Security Function","ISO 27001 Title","IaaS","Internal Audit","Legal/Privacy","Metrics","Network","Objective","Operations","PaaS","Phys","Priority","Process Steps","Responsible Team","SW Development","SaaS","Scope","Security Function","Storage","Supply Chain Management","Title"
"TRUE","TRUE","","No","","","","","","","","","TRUE","TVM-08","Use a risk-based model for effective prioritization of vulnerability
remediation using an industry recognized framework.","Vulnerability Prioritization","TRUE","TRUE","","TRUE","FALSE","","","","","","Shared","FALSE","FALSE","['Number of prioritized vulnerabilities', 'Frequency of prioritizations', 'Compliance rate with prioritization policies']","TRUE","Prioritize vulnerabilities effectively.","TRUE","Shared","TRUE","Priority 2","['Define Prioritization Policies', 'Implement Prioritization Procedures', 'Regularly Conduct Prioritizations', 'Update Procedures as Needed']","","FALSE","Shared","All vulnerability management activities.","","TRUE","FALSE",""
"TRUE","TRUE","","Yes","","","","","","","","","TRUE","TVM-09","Define and implement a process for tracking and reporting vulnerability
identification and remediation activities that includes stakeholder notification.","Vulnerability Management Reporting","TRUE","TRUE","","TRUE","TRUE","","","","","","Shared","FALSE","TRUE","['Number of reported vulnerabilities', 'Frequency of reporting', 'Compliance rate with reporting policies']","TRUE","Report vulnerabilities regularly.","TRUE","Shared","TRUE","Priority 2","['Define Reporting Policies', 'Implement Reporting Procedures', 'Regularly Conduct Reporting', 'Update Procedures as Needed']","","FALSE","Shared","All vulnerability management activities.","","TRUE","FALSE",""
"TRUE","FALSE","","No","","","","","","","","","TRUE","TVM-10","Establish, monitor and report metrics for vulnerability identification
and remediation at defined intervals.","Vulnerability Management Metrics","TRUE","TRUE","","TRUE","TRUE","","","","","","Shared","TRUE","TRUE","['Number of tracked metrics', 'Frequency of tracking', 'Compliance rate with metrics policies']","TRUE","Track vulnerability management metrics.","TRUE","Shared","TRUE","Priority 2","['Define Metrics Policies', 'Implement Metrics Procedures', 'Regularly Track Metrics', 'Update Procedures as Needed']","","FALSE","Shared","All vulnerability management activities.","","TRUE","FALSE",""
"TRUE","TRUE","","No","","","","","","","","","TRUE","UEM-01","Establish, document, approve, communicate, apply, evaluate and maintain
policies and procedures for all endpoints. Review and update the policies and
procedures at least annually.","Endpoint Devices Policy and Procedures","TRUE","TRUE","","TRUE","FALSE","","","","","","Shared","TRUE","TRUE","['Number of endpoint incidents', 'Frequency of policy updates', 'Compliance rate with management policies']","TRUE","Ensure secure endpoint management.","TRUE","Shared","TRUE","Priority 3","['Define Endpoint Management Policies', 'Implement Management Measures', 'Regularly Monitor Endpoints', 'Update Policies as Needed']","","TRUE","Shared","All organizational endpoints.","","TRUE","TRUE",""
"TRUE","TRUE","","Yes","","","","","","","","","TRUE","UEM-02","Define, document, apply and evaluate a list of approved services,
applications and sources of applications (stores) acceptable for use by endpoints
when accessing or storing organization-managed data.","Application and Service Approval","TRUE","TRUE","","TRUE","FALSE","","","","","","Shared","TRUE","FALSE","['Number of data incidents', 'Frequency of policy updates', 'Compliance rate with protection policies']","TRUE","Protect endpoint data.","TRUE","Shared","FALSE","Priority 3","['Define Data Protection Policies', 'Implement Protection Measures', 'Regularly Monitor Endpoint Data', 'Update Policies as Needed']","","TRUE","Shared","All endpoint data.","","FALSE","FALSE",""
"TRUE","TRUE","","No","","","","","","","","","TRUE","UEM-03","Define and implement a process for the validation of the endpoint
device's compatibility with operating systems and applications.","Compatibility","TRUE","FALSE","","TRUE","FALSE","","","","","","Shared","TRUE","FALSE","['Number of configuration incidents', 'Frequency of policy updates', 'Compliance rate with configuration policies']","TRUE","Manage endpoint configurations.","TRUE","Shared","FALSE","Priority 3","['Define Configuration Policies', 'Implement Configuration Measures', 'Regularly Monitor Configurations', 'Update Policies as Needed']","","TRUE","Shared","All organizational endpoints.","","TRUE","FALSE",""
"TRUE","TRUE","","Yes","","","","","","","","","TRUE","UEM-04","Maintain an inventory of all endpoints used to store and access company
data.","Endpoint Inventory","TRUE","TRUE","","TRUE","FALSE","","","","","","Shared","TRUE","FALSE","['Number of monitoring incidents', 'Frequency of policy updates', 'Compliance rate with monitoring policies']","TRUE","Monitor endpoint activities.","TRUE","Shared","FALSE","Priority 3","['Define Monitoring Policies', 'Implement Monitoring Measures', 'Regularly Monitor Activities', 'Update Policies as Needed']","","TRUE","Shared","All organizational endpoints.","","TRUE","FALSE",""
"TRUE","TRUE","","Yes","","","","","","","","","TRUE","UEM-05","Define, implement and evaluate processes, procedures and technical
measures to enforce policies and controls for all endpoints permitted to access
systems and/or store, transmit, or process organizational data.","Endpoint Management","TRUE","TRUE","","TRUE","FALSE","","","","","","Shared","TRUE","FALSE","['Number of compliance incidents', 'Frequency of policy updates', 'Compliance rate with compliance policies']","TRUE","Ensure endpoint compliance.","TRUE","Shared","FALSE","Priority 3","['Define Compliance Policies', 'Implement Compliance Measures', 'Regularly Monitor Compliance', 'Update Policies as Needed']","","TRUE","Shared","All organizational endpoints.","","TRUE","TRUE",""
"TRUE","TRUE","","Yes","","","","","","","","","TRUE","UEM-06","Configure all relevant interactive-use endpoints to require an automatic
lock screen.","Automatic Lock Screen","TRUE","FALSE","","TRUE","FALSE","","","","","","Shared","TRUE","TRUE","['Number of threat incidents', 'Frequency of policy updates', 'Compliance rate with protection policies']","TRUE","Protect endpoints from threats.","TRUE","Shared","FALSE","Priority 3","['Define Protection Policies', 'Implement Protection Measures', 'Regularly Monitor Endpoints', 'Update Policies as Needed']","","TRUE","Shared","All organizational endpoints.","","TRUE","TRUE",""
"TRUE","TRUE","","No","","","","","","","","","TRUE","UEM-07","Manage changes to endpoint operating systems, patch levels, and/or
applications through the company's change management processes.","Operating Systems","TRUE","FALSE","","TRUE","FALSE","","","","","","Shared","TRUE","FALSE","['Number of endpoint incidents', 'Frequency of policy updates', 'Compliance rate with incident policies']","TRUE","Manage endpoint incidents.","TRUE","Shared","FALSE","Priority 3","['Define Incident Policies', 'Implement Incident Measures', 'Regularly Monitor Incidents', 'Update Policies as Needed']","","TRUE","Shared","All organizational endpoints.","","TRUE","TRUE",""
"TRUE","TRUE","","No","","","","","","","","","TRUE","UEM-08","Protect information from unauthorized disclosure on managed endpoint
devices with storage encryption.","Storage Encryption","TRUE","TRUE","","TRUE","FALSE","","","","","","Shared","TRUE","FALSE","['Number of operational incidents', 'Frequency of policy updates', 'Compliance rate with operational policies']","TRUE","Ensure secure endpoint operations.","TRUE","Shared","FALSE","Priority 3","['Define Operational Policies', 'Implement Operational Measures', 'Regularly Monitor Operations', 'Update Policies as Needed']","","TRUE","Shared","All organizational endpoints.","","TRUE","FALSE",""
"TRUE","TRUE","","Yes","","","","","","","","","TRUE","UEM-09","Configure managed endpoints with anti-malware detection and prevention
technology and services.","Anti-Malware Detection and Prevention","TRUE","TRUE","","TRUE","FALSE","","","","","","Shared","TRUE","FALSE","['Number of control incidents', 'Frequency of policy updates', 'Compliance rate with control policies']","TRUE","Implement endpoint security controls.","TRUE","Shared","FALSE","Priority 3","['Define Security Control Policies', 'Implement Control Measures', 'Regularly Monitor Security Controls', 'Update Policies as Needed']","","TRUE","Shared","All organizational endpoints.","","TRUE","FALSE",""
"TRUE","TRUE","","Yes","","","","","","","","","TRUE","UEM-10","Configure managed endpoints with properly configured software firewalls.","Software Firewall","TRUE","TRUE","","TRUE","FALSE","","","","","","Shared","TRUE","FALSE","['Number of security monitoring incidents', 'Frequency of policy updates', 'Compliance rate with monitoring policies']","TRUE","Monitor endpoint security.","TRUE","Shared","FALSE","Priority 3","['Define Security Monitoring Policies', 'Implement Monitoring Measures', 'Regularly Monitor Security', 'Update Policies as Needed']","","TRUE","Shared","All organizational endpoints.","","TRUE","FALSE",""
"TRUE","TRUE","","No","","","","","","","","","TRUE","UEM-11","Configure managed endpoints with Data Loss Prevention (DLP) technologies
and rules in accordance with a risk assessment.","Data Loss Prevention","TRUE","TRUE","","TRUE","FALSE","","","","","","Shared","TRUE","FALSE","['Number of communication incidents', 'Frequency of policy updates', 'Compliance rate with communication policies']","TRUE","Ensure secure endpoint communications.","TRUE","Shared","FALSE","Priority 3","['Define Communication Policies', 'Implement Communication Measures', 'Regularly Monitor Communications', 'Update Policies as Needed']","","TRUE","Shared","All organizational endpoints.","","TRUE","FALSE",""
"TRUE","TRUE","","No","","","","","","","","","TRUE","UEM-12","Enable remote geo-location capabilities for all managed mobile endpoints.","Remote Locate","TRUE","TRUE","","TRUE","FALSE","","","","","","Shared","TRUE","FALSE","['Number of access incidents', 'Frequency of policy updates', 'Compliance rate with access policies']","TRUE","Manage endpoint access.","TRUE","Shared","FALSE","Priority 3","['Define Access Policies', 'Implement Access Measures', 'Regularly Monitor Access', 'Update Policies as Needed']","","TRUE","Shared","All organizational endpoints.","","TRUE","FALSE",""
"TRUE","TRUE","","Yes","","","","","","","","","TRUE","UEM-13","Define, implement and evaluate processes, procedures and technical
measures to enable the deletion of company data remotely on managed endpoint
devices.","Remote Wipe","TRUE","TRUE","","TRUE","FALSE","","","","","","Shared","TRUE","FALSE","['Number of documentation incidents', 'Frequency of policy updates', 'Compliance rate with documentation policies']","TRUE","Document endpoint processes.","TRUE","Shared","FALSE","Priority 3","['Define Documentation Policies', 'Implement Documentation Measures', 'Regularly Review Documentation', 'Update Policies as Needed']","","TRUE","Shared","All endpoint management activities.","","TRUE","FALSE",""
